,Latitude,Longitude
0,12.9163386,77.578242
1,12.9713194,77.6964768
2,12.9176571,77.4837568
3,13.0273312,77.6601508
4,13.054713,77.6339258
5,13.0120218,77.6777817
6,12.8496783,77.6649749
7,13.1006982,77.5963454
8,12.8580811,77.5580713
9,13.0464531,77.5483803
10,13.2414761,77.5675665
11,12.8162443,77.6916113
12,12.93103185,77.6782471
13,9.46693815,77.93356445178478
14,41.9541918,3.2088349
15,12.8701234,77.6536449
16,18.4900796,73.8475301
17,12.9985767,77.7609716
18,13.0784743,77.6068938
19,12.7852528,77.6380931
20,12.0325216,76.8056333
21,33.5935063,-79.0345627
22,13.0273312,77.6601508
23,15.8876779,75.7046777
24,9.46693815,77.93356445178478
25,9.46693815,77.93356445178478
26,9.46693815,77.93356445178478
27,13.0953024,77.3963586
28,41.9541918,3.2088349
29,13.0120218,77.6777817
30,12.7782588,77.7712834
31,13.0953024,77.3963586
32,13.0141618,77.6518539
33,13.0601125,77.5767725
34,12.9845606,77.73764624301789
35,12.8496783,77.6649749
36,13.0120218,77.6777817
37,12.0325216,76.8056333
38,12.0325216,76.8056333
39,13.2414761,77.5675665
40,12.9406152,77.7469937
41,13.0766407,77.5577315
42,12.8371576,77.6725236
43,41.9541918,3.2088349
44,12.9096941,77.5866067
45,12.8364852,77.7260023
46,12.8371576,77.6725236
47,18.4900796,73.8475301
48,18.0323418,75.8338487
49,12.9340114,77.6222304
50,13.0382184,77.5919
51,12.8496783,77.6649749
52,13.0465209,77.7504176
53,12.9089453,77.6239038
54,12.9406152,77.7469937
55,9.46693815,77.93356445178478
56,12.0325216,76.8056333
57,12.9406152,77.7469937
58,-8.5870756,116.131329
59,12.9121916,77.5476337
60,13.104198,77.6170849
61,12.9413253,77.5212118
62,12.8371576,77.6725236
63,12.8979703,77.6085699
64,13.0273312,77.6601508
65,13.014081149999999,77.61147441571453
66,13.054713,77.6339258
67,12.9106362,77.6844696
68,9.46693815,77.93356445178478
69,11.08978,79.43541
70,12.99074775,77.74672281607472
71,12.9845606,77.73764624301789
72,12.8889126,77.6555716
73,12.8371576,77.6725236
74,13.0784743,77.6068938
75,12.9713194,77.6964768
76,41.9541918,3.2088349
77,41.9541918,3.2088349
78,41.9541918,3.2088349
79,41.9541918,3.2088349
80,12.9713194,77.6964768
81,12.9713194,77.6964768
82,12.9713194,77.6964768
83,12.9713194,77.6964768
84,12.9713194,77.6964768
85,12.9713194,77.6964768
86,12.9713194,77.6964768
87,12.9713194,77.6964768
88,12.9176571,77.4837568
89,12.9176571,77.4837568
90,12.9176571,77.4837568
91,12.9176571,77.4837568
92,13.0273312,77.6601508
93,13.0273312,77.6601508
94,12.9089453,77.6239038
95,12.9089453,77.6239038
96,12.9089453,77.6239038
97,12.9089453,77.6239038
98,12.9089453,77.6239038
99,13.0120218,77.6777817
100,13.0120218,77.6777817
101,13.0120218,77.6777817
102,13.0120218,77.6777817
103,13.0120218,77.6777817
104,13.0120218,77.6777817
105,13.0120218,77.6777817
106,12.8496783,77.6649749
107,12.8496783,77.6649749
108,12.8496783,77.6649749
109,12.8496783,77.6649749
110,12.8496783,77.6649749
111,12.8496783,77.6649749
112,12.8496783,77.6649749
113,13.1006982,77.5963454
114,13.1006982,77.5963454
115,13.1006982,77.5963454
116,12.8580811,77.5580713
117,12.9111998,77.7065133
118,12.9111998,77.7065133
119,12.9111998,77.7065133
120,12.9111998,77.7065133
121,12.9111998,77.7065133
122,12.9111998,77.7065133
123,12.9111998,77.7065133
124,12.9111998,77.7065133
125,12.9111998,77.7065133
126,12.9111998,77.7065133
127,12.9111998,77.7065133
128,12.9111998,77.7065133
129,13.0273312,77.6601508
130,13.0273312,77.6601508
131,13.0273312,77.6601508
132,13.0273312,77.6601508
133,13.0273312,77.6601508
134,13.0273312,77.6601508
135,13.0273312,77.6601508
136,13.0273312,77.6601508
137,13.0273312,77.6601508
138,13.0464531,77.5483803
139,13.0464531,77.5483803
140,13.0464531,77.5483803
141,13.0464531,77.5483803
142,13.0464531,77.5483803
143,13.0464531,77.5483803
144,13.0464531,77.5483803
145,13.0464531,77.5483803
146,13.0464531,77.5483803
147,13.0464531,77.5483803
148,13.0464531,77.5483803
149,13.0464531,77.5483803
150,13.0464531,77.5483803
151,13.0464531,77.5483803
152,13.2414761,77.5675665
153,13.2414761,77.5675665
154,13.2414761,77.5675665
155,13.2414761,77.5675665
156,13.2414761,77.5675665
157,13.2414761,77.5675665
158,13.2414761,77.5675665
159,13.2414761,77.5675665
160,13.2414761,77.5675665
161,13.2414761,77.5675665
162,13.2414761,77.5675665
163,13.2414761,77.5675665
164,13.2414761,77.5675665
165,13.2414761,77.5675665
166,13.2414761,77.5675665
167,12.8162443,77.6916113
168,12.8162443,77.6916113
169,12.93103185,77.6782471
170,12.93103185,77.6782471
171,9.46693815,77.93356445178478
172,9.46693815,77.93356445178478
173,9.46693815,77.93356445178478
174,9.46693815,77.93356445178478
175,9.46693815,77.93356445178478
176,41.9541918,3.2088349
177,12.9163386,77.578242
178,12.9406152,77.7469937
179,12.9406152,77.7469937
180,12.9406152,77.7469937
181,12.9055682,77.5455438
182,12.9055682,77.5455438
183,12.9055682,77.5455438
184,12.9055682,77.5455438
185,12.9055682,77.5455438
186,12.9055682,77.5455438
187,12.9055682,77.5455438
188,12.9055682,77.5455438
189,12.9055682,77.5455438
190,12.9055682,77.5455438
191,12.9055682,77.5455438
192,12.9055682,77.5455438
193,12.9055682,77.5455438
194,12.9055682,77.5455438
195,12.9055682,77.5455438
196,12.9055682,77.5455438
197,12.9055682,77.5455438
198,12.9055682,77.5455438
199,12.9055682,77.5455438
200,12.8701234,77.6536449
201,18.4900796,73.8475301
202,18.4900796,73.8475301
203,18.4900796,73.8475301
204,18.4900796,73.8475301
205,18.4900796,73.8475301
206,18.4900796,73.8475301
207,18.4900796,73.8475301
208,18.4900796,73.8475301
209,18.4900796,73.8475301
210,12.8701234,77.6536449
211,12.9406152,77.7469937
212,12.9055682,77.5455438
213,12.8979703,77.6085699
214,12.8979703,77.6085699
215,12.8979703,77.6085699
216,12.9155514,77.5774308
217,12.8963963,77.5377864
218,12.9163386,77.578242
219,18.4900796,73.8475301
220,12.9155514,77.5774308
221,18.4900796,73.8475301
222,18.4900796,73.8475301
223,18.4900796,73.8475301
224,12.9163386,77.578242
225,12.9163386,77.578242
226,12.9163386,77.578242
227,12.9163386,77.578242
228,13.0665131,77.5966238
229,18.4900796,73.8475301
230,13.0273312,77.6601508
231,13.0273312,77.6601508
232,13.0273312,77.6601508
233,13.0273312,77.6601508
234,13.0273312,77.6601508
235,13.0273312,77.6601508
236,13.0273312,77.6601508
237,13.0273312,77.6601508
238,15.8876779,75.7046777
239,15.8876779,75.7046777
240,15.8876779,75.7046777
241,15.8876779,75.7046777
242,9.46693815,77.93356445178478
243,9.46693815,77.93356445178478
244,9.46693815,77.93356445178478
245,9.46693815,77.93356445178478
246,9.46693815,77.93356445178478
247,9.46693815,77.93356445178478
248,9.46693815,77.93356445178478
249,9.46693815,77.93356445178478
250,9.46693815,77.93356445178478
251,9.46693815,77.93356445178478
252,9.46693815,77.93356445178478
253,9.46693815,77.93356445178478
254,12.9176571,77.4837568
255,12.9176571,77.4837568
256,12.9176571,77.4837568
257,41.9541918,3.2088349
258,41.9541918,3.2088349
259,41.9541918,3.2088349
260,41.9541918,3.2088349
261,41.9541918,3.2088349
262,41.9541918,3.2088349
263,41.9541918,3.2088349
264,41.9541918,3.2088349
265,13.0120218,77.6777817
266,13.0120218,77.6777817
267,13.0120218,77.6777817
268,13.0120218,77.6777817
269,13.0120218,77.6777817
270,12.7782588,77.7712834
271,12.7782588,77.7712834
272,12.7782588,77.7712834
273,12.7782588,77.7712834
274,12.7782588,77.7712834
275,12.9985767,77.7609716
276,12.9985767,77.7609716
277,12.9985767,77.7609716
278,12.9985767,77.7609716
279,12.9985767,77.7609716
280,12.9985767,77.7609716
281,12.9985767,77.7609716
282,12.9985767,77.7609716
283,12.9985767,77.7609716
284,12.9985767,77.7609716
285,12.9985767,77.7609716
286,12.9985767,77.7609716
287,12.9985767,77.7609716
288,12.9841958,77.51919296908994
289,12.9841958,77.51919296908994
290,13.0601125,77.5767725
291,13.0141618,77.6518539
292,13.0141618,77.6518539
293,13.0141618,77.6518539
294,13.0141618,77.6518539
295,13.0141618,77.6518539
296,13.0141618,77.6518539
297,13.0601125,77.5767725
298,13.0601125,77.5767725
299,12.9845606,77.73764624301789
300,12.9845606,77.73764624301789
301,12.9845606,77.73764624301789
302,12.9845606,77.73764624301789
303,12.9845606,77.73764624301789
304,12.9845606,77.73764624301789
305,12.9845606,77.73764624301789
306,12.9845606,77.73764624301789
307,12.9845606,77.73764624301789
308,12.9845606,77.73764624301789
309,12.9845606,77.73764624301789
310,12.9845606,77.73764624301789
311,12.9845606,77.73764624301789
312,12.9845606,77.73764624301789
313,12.9845606,77.73764624301789
314,12.9845606,77.73764624301789
315,12.9845606,77.73764624301789
316,12.9845606,77.73764624301789
317,12.9163386,77.578242
318,12.9163386,77.578242
319,13.0766407,77.5577315
320,13.0766407,77.5577315
321,12.9155514,77.5774308
322,18.0323418,75.8338487
323,18.0323418,75.8338487
324,18.0323418,75.8338487
325,12.7782588,77.7712834
326,12.7782588,77.7712834
327,12.7782588,77.7712834
328,12.7782588,77.7712834
329,12.7782588,77.7712834
330,12.9163386,77.578242
331,12.9163386,77.578242
332,12.9841958,77.51919296908994
333,12.8496783,77.6649749
334,12.8496783,77.6649749
335,12.8496783,77.6649749
336,12.8496783,77.6649749
337,12.8496783,77.6649749
338,12.8496783,77.6649749
339,12.8496783,77.6649749
340,12.8496783,77.6649749
341,12.8496783,77.6649749
342,12.8496783,77.6649749
343,12.8496783,77.6649749
344,12.8496783,77.6649749
345,12.8496783,77.6649749
346,12.8496783,77.6649749
347,12.8496783,77.6649749
348,12.8496783,77.6649749
349,12.8496783,77.6649749
350,12.8496783,77.6649749
351,12.8496783,77.6649749
352,12.9841958,77.51919296908994
353,12.8496783,77.6649749
354,12.8496783,77.6649749
355,12.8496783,77.6649749
356,12.8496783,77.6649749
357,12.8496783,77.6649749
358,12.8496783,77.6649749
359,12.8496783,77.6649749
360,12.8496783,77.6649749
361,12.8496783,77.6649749
362,12.8496783,77.6649749
363,12.8496783,77.6649749
364,12.8496783,77.6649749
365,12.8496783,77.6649749
366,12.8496783,77.6649749
367,12.8496783,77.6649749
368,12.8496783,77.6649749
369,12.8371576,77.6725236
370,12.8371576,77.6725236
371,12.8371576,77.6725236
372,12.8371576,77.6725236
373,12.8371576,77.6725236
374,12.8371576,77.6725236
375,12.8371576,77.6725236
376,12.8371576,77.6725236
377,12.8371576,77.6725236
378,12.8371576,77.6725236
379,12.8371576,77.6725236
380,12.8371576,77.6725236
381,12.8371576,77.6725236
382,12.8371576,77.6725236
383,12.8371576,77.6725236
384,12.9841958,77.51919296908994
385,18.0323418,75.8338487
386,18.0323418,75.8338487
387,18.0323418,75.8338487
388,18.0323418,75.8338487
389,18.0323418,75.8338487
390,18.0323418,75.8338487
391,18.0323418,75.8338487
392,18.0323418,75.8338487
393,18.0323418,75.8338487
394,18.0323418,75.8338487
395,18.0323418,75.8338487
396,18.0323418,75.8338487
397,18.0323418,75.8338487
398,18.0323418,75.8338487
399,12.7782588,77.7712834
400,12.7782588,77.7712834
401,12.7782588,77.7712834
402,12.7782588,77.7712834
403,12.7782588,77.7712834
404,12.8162443,77.6916113
